what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1427742186313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427742189471
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1427742189474
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1427742197868
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1427742322280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427742334937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427742345257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427742349203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427742398639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427742400163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427742429250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427742442182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427742449078
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1427742451010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427742454264
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1427742454264
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1427742462413
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1427742497466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427742520465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744089401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744102514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744114075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744116689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744117938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744123703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744125189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744126194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744127879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744131033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744134336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744135074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744138866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1427744141788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744146965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744153440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744159560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744165873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744174053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744176624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744177735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744180954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744182973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744187803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1427744191211
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1427744193520
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1427744197375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1427744199290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1427744202434
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1427744203855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744211110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744215711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744223781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744227157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744228782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744232523
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1427744232789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744233554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744235129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744236292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744240820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1427744244031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427744248216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744251952
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1427744258298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744261842
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1427744261842
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1427744269977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744363846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744366104
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1427744366116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427744369457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744375246
error,log,,,"Unable to validate connection settings.",1427744382790
error,log,,,"Unable to validate connection settings.",1427744382790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744497694
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1427744501076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744514135
error,log,,,"Unable to validate connection settings.",1427744517392
error,log,,,"Unable to validate connection settings.",1427744517397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427744519867
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1427907053529
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1427907053530
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1427907053531
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1427907053531
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1427907053532
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1427907053532
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1427907053533
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1427907053533
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1427907053533
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1427907053534
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1427907053534
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1427907053535
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1427907053536
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1427907053536
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1427907053536
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1427907053536
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1427907053537
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1427907053538
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1427907053538
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1427907053539
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1427907053540
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1427907053540
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1427907053541
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1427907053542
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1427907053542
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1427907053543
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1427907053544
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1427907053544
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1427907053545
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1427907053546
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1427907053548
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1427907053548
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1427907053549
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1427907053549
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1427907053549
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1427907053550
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1427907053551
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1427907053551
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1427907053552
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1427907053552
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1427907053553
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1427907053553
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1427907053554
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1427907053554
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1427907053555
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1427907053556
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1427907053556
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1427907053556
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1427907053557
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1427907053558
